session_id,cast_uuid,stage_id,vote,time_taken
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,pip,local-authority,London Borough of Bromley,0
